id,title,content,link,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,chartist-plugin-legend,Cool efect for field select on form,https://www.bootcdn.cn/chartist-plugin-legend/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,pickout,Show a spinner on a Leaflet map using Spin.js,https://www.bootcdn.cn/pickout/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,Leaflet.Spin,A drag and drop binding for Knockout,https://www.bootcdn.cn/Leaflet.Spin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,knockout-dragdrop,A jQuery plugin for scrolling a set of images/elements,https://www.bootcdn.cn/knockout-dragdrop/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,jquery-simplyscroll,jQuery replaceText will replace text in specified elements. Note that only text content will be modified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,jquery-replace-text,jinqJs provides you the ability to query,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,jinq,Handy data structures for elements keyed by string.,https://www.bootcdn.cn/jinq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,d3-collection,Countly Web SDK,https://www.bootcdn.cn/d3-collection/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,countly-sdk-web,JavaScript SDK of QuickBlox cloud backend platform.,https://www.bootcdn.cn/countly-sdk-web/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,quickblox,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,material-scrolltop,A convenient alternative to XMLHttpRequest.,https://www.bootcdn.cn/material-scrolltop/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,d3-request,JavaScript's missing range function.,https://www.bootcdn.cn/d3-request/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,range.js,JavaScript library for working with files in browser,https://www.bootcdn.cn/range.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,jsfile,This plugin attaches a popup calendar to your input fields or shows an inline calendar for selecting individual dates or date ranges.,https://www.bootcdn.cn/jsfile/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,datepick,Materialize-css styled autocomplete,https://www.bootcdn.cn/datepick/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,materialize-autocomplete,A jQuery plugin that detects if one or more elements are overlapping.,https://www.bootcdn.cn/materialize-autocomplete/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,jquery-overlaps,BuyButton.js is a highly customizable UI library for adding ecommerce functionality to any website.,https://www.bootcdn.cn/jquery-overlaps/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,buy-button-js,Manage your Backbone event bindings better,https://www.bootcdn.cn/buy-button-js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,backbone.eventbinder,A ZingChart AngularJS directive,https://www.bootcdn.cn/backbone.eventbinder/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,zingchart-angularjs,Asana like application loading screen with custom phrases support,https://www.bootcdn.cn/zingchart-angularjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,wdt-loading,Angular version of the insanely cool jsoneditor,https://www.bootcdn.cn/wdt-loading/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,ng-jsoneditor,A jQuery Plugin to create highly configurable multifunctional floating panels,https://www.bootcdn.cn/ng-jsoneditor/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,jspanel3,Angular filter to linkify urls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,angular-linkify,JavaScript SDK for the Timekit API (timekit.io),https://www.bootcdn.cn/angular-linkify/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,timekit-js-sdk,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,NicEdit,Interact with remote XML-RPC services using AJAX,https://www.bootcdn.cn/NicEdit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,jquery-xmlrpc,Authy Form Helpers help you build your Registration and Verification forms to use Authy quicker,https://www.bootcdn.cn/jquery-xmlrpc/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,authy-forms.js,Authy Form Helpers help you build your Registration and Verification forms to use Authy quicker,https://www.bootcdn.cn/authy-forms.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,authy-forms.css,Authy Form Helpers help you build your Registration and Verification forms to use Authy quicker,https://www.bootcdn.cn/authy-forms.css/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,authy-form-helpers,Displays a Chromecast button in the control bar.,https://www.bootcdn.cn/authy-form-helpers/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,videojs-chromecast,A simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,scrollgress,CssUserAgent: user-agent specific CSS support,https://www.bootcdn.cn/scrollgress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,cssuseragent,A JavaScript library for connecting SVG things.,https://www.bootcdn.cn/cssuseragent/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,svg.connectable.js,Core for Shower HTML presentation engine,https://www.bootcdn.cn/svg.connectable.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,shower-core,A jQuery auto complete plugin.,https://www.bootcdn.cn/shower-core/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,completer,AngularJS facade and service acting as a Vert.x SockJS client,https://www.bootcdn.cn/completer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,angular-vertxbus,Lightweight tab completion for inputs and textareas,https://www.bootcdn.cn/angular-vertxbus/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,tabcomplete,Eliminates the 300ms click event delay on touch devices that support orientation change,https://www.bootcdn.cn/tabcomplete/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,swiftclick,String manipulation library,https://www.bootcdn.cn/swiftclick/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,string-fn,MotionJs is an easy to use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,motion.js,Simple countdown plugin that accounts for timezone,https://www.bootcdn.cn/motion.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,jquery.downCount,An image manipulation and overlay plugin for jQuery,https://www.bootcdn.cn/jquery.downCount/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,Hoverizr,An angular js directive for video.js,https://www.bootcdn.cn/Hoverizr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,vjs-video,Firebug Lite is a powerful console logging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,firebug-lite,React components to generate interactive javascript charts using the ZingChart library,https://www.bootcdn.cn/firebug-lite/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,zingchart-react,This is a tiny jQuery plugin which can be used as both a switch or a slider.,https://www.bootcdn.cn/zingchart-react/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,switchy.js,Highcharts plugin to export the chart data to CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,highcharts-export-csv,A lightweight browser plugin for enhanced select elements based on jQuery. Enables fast and sensible UI upgrade of select element with features like option searching and remote dataset loading.,https://www.bootcdn.cn/highcharts-export-csv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,fastselect,Simple install guidance for CMS plugins,https://www.bootcdn.cn/fastselect/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,embed-box,AngularJS filter to provide relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,angular-relative-date,Easy gallery upload. Native. Just 2kb gzipped.,https://www.bootcdn.cn/angular-relative-date/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,simple-gallery-js,Base64 encoding/decoding with UTF8 support for AngularJS Apps,https://www.bootcdn.cn/simple-gallery-js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,angular-utf8-base64,An AngularJS directive for cross-browser mouse wheel support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,angular-mousewheel,A HTML5 upload component without UI,https://www.bootcdn.cn/angular-mousewheel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,simple-uploader,A jQuery Plugin allows you to easely manipulate the Google Map API. You are now able to create maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,jquery.googlemap,Ionic directive for displaying nested list items.,https://www.bootcdn.cn/jquery.googlemap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,ion-tree-list,JS / CSS / resources loader with cache in IndexedDB/Websql/localStorage + key/value storage,https://www.bootcdn.cn/ion-tree-list/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,bagjs,Angular Azure Mobile Service,https://www.bootcdn.cn/bagjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,angular-azure-mobile-service,A JavaScript visualization library for dynamic data,https://www.bootcdn.cn/angular-azure-mobile-service/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,interactive-data-display,Simpler state management for React.js,https://www.bootcdn.cn/interactive-data-display/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,flocks.js,A lightwieght jQuery plugin for creating Bootstrap 3 compatible country select boxes with flags.,https://www.bootcdn.cn/flocks.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,flagstrap,i18n for your Angular apps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,angular-translate,AngularJS Autocomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,zensh-ui-autocomplete,An easier way to create social icons and buttons. Retina ready. No Images.,https://www.bootcdn.cn/zensh-ui-autocomplete/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,SocialIcons,RequireJS Handlebars template plugin,https://www.bootcdn.cn/SocialIcons/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,requirejs-handlebars,Dynamically renders a progress bar with numbered steps.,https://www.bootcdn.cn/requirejs-handlebars/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,progressStep,Javascript library for Logentries.com,https://www.bootcdn.cn/progressStep/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,le_js,jQuery plugin which acts as a simplification of the W3C Geolocation API,https://www.bootcdn.cn/le_js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,jQuery-Geolocation,jqModal helps you display modals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,jqModal,Select a one- or two-dimensional region using the mouse or touch.,https://www.bootcdn.cn/jqModal/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,d3-brush,Simple inline editing for HTML elements,https://www.bootcdn.cn/d3-brush/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,ng-inline-edit,A shim to insulate apps from WebRTC spec changes and browser prefix differences,https://www.bootcdn.cn/ng-inline-edit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,webrtc-adapter,Browser/nodejs reactive programming and data driven DOM manipulation with modular components.,https://www.bootcdn.cn/webrtc-adapter/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,milojs,Knockout pre-rendered,https://www.bootcdn.cn/milojs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,knockout-pre-rendered,A module used to change the information of user action entered by various input devices such as touch screen or mouse into the logical virtual coordinates. You can easily create a UI that responds to user actions.,https://www.bootcdn.cn/knockout-pre-rendered/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,egjs-axes,jQuery plugin for styling checkboxes and radio-buttons. With skin support,https://www.bootcdn.cn/egjs-axes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,ion.checkradio,A simple Material preloader inspired in Google Inbox,https://www.bootcdn.cn/ion.checkradio/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,prelodr,Teletype is a jQuery plugin that types out text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,jquery-teletype-plugin,An embeddable Gitter client.,https://www.bootcdn.cn/jquery-teletype-plugin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,gitter-sidecar,A JavaScript library for escaping CSS strings and identifiers while generating the shortest possible ASCII-only output.,https://www.bootcdn.cn/gitter-sidecar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,cssesc,CSS framework that puts back the C in CSS,https://www.bootcdn.cn/cssesc/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,cascade-framework,A simple jQuery form submitting plugin.,https://www.bootcdn.cn/cascade-framework/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,submitter,Modular library of dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,qoopido.js,Basic Table jQuery plugin for simple responsive tables.,https://www.bootcdn.cn/qoopido.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,jquery.basictable,Generate random numbers from various distributions.,https://www.bootcdn.cn/jquery.basictable/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,d3-random,Deep get/set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,backbone.ribs,A custom <select> for react-bootstrap using button dropdown as replacement,https://www.bootcdn.cn/backbone.ribs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,react-bootstrap-select,A complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,jxon,Connects any list-like data with an input for searching.,https://www.bootcdn.cn/jxon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,jquery-searcher,css-grid built on the properties of flexboxes,https://www.bootcdn.cn/jquery-searcher/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,equalizecss,Visualize relationships or network flow with an aesthetically-pleasing circular layout.,https://www.bootcdn.cn/equalizecss/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,d3-chord,Boostrap 3 rows with inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,bootstrap-horizon,A JavaScript library for use with the Luminate Online product suite and API.,https://www.bootcdn.cn/bootstrap-horizon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,luminateExtend,Media API for the Kurento Web SDK,https://www.bootcdn.cn/luminateExtend/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,kurento-client,DOM 3 XPath implementation for JavaScript objects.,https://www.bootcdn.cn/kurento-client/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,jsel,Immutability for Moment.js. Freeze moments so that mutation methods return copies instead of altering the original timestamp.,https://www.bootcdn.cn/jsel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,frozen-moment,A multi select dropdown directive for AngularJS,https://www.bootcdn.cn/frozen-moment/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,alexandernst-angular-multi-select,Yet Another SPARQL Query Editor,https://www.bootcdn.cn/alexandernst-angular-multi-select/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,yasqe,AngularJS directive for json pretty output (colors / indent / editor),https://www.bootcdn.cn/yasqe/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,ng-prettyjson,Insert custom HTML using a new button in the Medium Editor toolbar,https://www.bootcdn.cn/ng-prettyjson/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,medium-editor-custom-html,Create mixins and lightweight traits that work in old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,universal-mixin,JavaScript client for Kronos,https://www.bootcdn.cn/universal-mixin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,kronos.js,The FixedHeader plug-in will freeze in place the header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,datatables-fixedheader,Automplete drop-down lists the details in a table format. The plugin is useful when multiple details has to be displayed.,https://www.bootcdn.cn/datatables-fixedheader/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,tAutocomplete,a JavaScript implementation of PullToRefresh without jQuery or other Frameworks under MIT-License,https://www.bootcdn.cn/tAutocomplete/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,PullToRefresh,Material design templates for angular-formly,https://www.bootcdn.cn/PullToRefresh/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,angular-formly-material,A JavaScript library for panning and zooming SVG things.,https://www.bootcdn.cn/angular-formly-material/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,svg.pan-zoom.js,The extention toolkit for Riot.js,https://www.bootcdn.cn/svg.pan-zoom.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,ikki,A jQuery date prettify plugin.,https://www.bootcdn.cn/ikki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,prettydate,Footnotes for markdown-it markdown parser.,https://www.bootcdn.cn/prettydate/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,markdown-it-footnote,jQuery plugin allows you to easy show & manage business hours,https://www.bootcdn.cn/markdown-it-footnote/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,jquery.businessHours,Wraps the mixpanel JavaScript global to make it injectable and aid in testing,https://www.bootcdn.cn/jquery.businessHours/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,angular-mixpanel,Yet Another SPARQL GUI,https://www.bootcdn.cn/angular-mixpanel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,yasgui,A simple UI framework for building simple web projects.,https://www.bootcdn.cn/yasgui/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,simpleui,A directive for AngularJS which automatically resizes the width of input field according to the content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,angular-elastic-input,Social Business Toolkit minified&aggregated files,https://www.bootcdn.cn/angular-elastic-input/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,sbt,Act on jQuery elements only once.,https://www.bootcdn.cn/sbt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,jquery-once,Map an Object against a template String,https://www.bootcdn.cn/jquery-once/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,interpolate.js,Like the AlbersUsa projection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,d3-composite-projections,Sky UX provides an HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,blackbaud-skyux,Low level stellar support library,https://www.bootcdn.cn/blackbaud-skyux/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,stellar-base,Use this script on your site to protest censorship of the Internet.,https://www.bootcdn.cn/stellar-base/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,sopa,Epitome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,epitome,A laravel-styled JavaScript Object/Form/JSON validation library.,https://www.bootcdn.cn/epitome/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,validatorjs,It's a simple and direct organization chart plugin. Anytime you want a tree-like chart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,orgchart-webcomponents,microbe.js - A modular JS library for DOM manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,microbejs,A JavaScript library for dragging SVG things.,https://www.bootcdn.cn/microbejs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,svg.draggy.js,Simple module to implement flicking carousel interaction.,https://www.bootcdn.cn/svg.draggy.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,egjs-flicking,Operations for two-dimensional polygons.,https://www.bootcdn.cn/egjs-flicking/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,d3-polygon,A free plugin for jQuery to build responsive mosaics of images or any other content fitted to match heights in multiple rows while maintaining aspect ratios.,https://www.bootcdn.cn/d3-polygon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,jquery-mosaic,jQlouds,https://www.bootcdn.cn/jquery-mosaic/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,jqlouds,A tooltip plugin for Vega-lite and Vega visualizations.,https://www.bootcdn.cn/jqlouds/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,vega-tooltip,is a minimal Dataflow programming engine,https://www.bootcdn.cn/vega-tooltip/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,dflow,Register named callbacks and call them with arguments.,https://www.bootcdn.cn/dflow/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,d3-dispatch,Creates a loading function for a typical static file url pattern: "lang-en_US.json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,angular-translate-loader-static-files,This plugin let you create a flexible photo gallery that you can use also as background of your site.,https://www.bootcdn.cn/angular-translate-loader-static-files/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,jquery.mb.bgndgallery,jQuery Hashcash.io plugin,https://www.bootcdn.cn/jquery.mb.bgndgallery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,jquery.hashcash.io,Cloudinary Client Side JS library. Cloudinary streamlines your web application’s image manipulation needs. Cloudinary's cloud-based servers automate image uploading,, sprite generation and more.";"https://www.bootcdn.cn/jquery.hashcash.io/",,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,cloudinary-core,An easy way to utilize parllax scrolling in Angular apps.,https://www.bootcdn.cn/cloudinary-core/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,ng-parallax,A tiny jQuery plugin for displaying progress in a visual and engaging way,https://www.bootcdn.cn/ng-parallax/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,jquery.percentageloader,Minimalist DOM and events manager focused on performances,https://www.bootcdn.cn/jquery.percentageloader/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,chirashi,Grid system for Aurora Kit,https://www.bootcdn.cn/chirashi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,aurora-grid,A base class for javascript modules.,https://www.bootcdn.cn/aurora-grid/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,simple-module,Simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,kiwi,A Javascript client library for CKAN designed for both the browser and NodeJS.,https://www.bootcdn.cn/kiwi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,ckan,A fuzzy search plugin for List.js,https://www.bootcdn.cn/ckan/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,list.fuzzysearch.js,Allows useful callbacks to be fired upon elements scrolling into and out of view from both the top and bottom of the viewport/window.,https://www.bootcdn.cn/list.fuzzysearch.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,jquery.scrollfire,A future proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,es-class,If you love the Greensock Animation Platform (GSAP) then you'll love ProStyle,, too. Craft Rich Animations with Ease™";"https://www.bootcdn.cn/es-class/",,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,prostyle,An advanced HTML5 mobile app framework built on Angular2,https://www.bootcdn.cn/prostyle/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,ionic-framework,clappr dash playback based on shaka player,https://www.bootcdn.cn/ionic-framework/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,dash-shaka-playback,AngularJS filter for Numeral.js: number formatting as a filter,https://www.bootcdn.cn/dash-shaka-playback/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,angular-numeraljs,cross-domain responsive iframes: automatically set iframe height to fit iframe content,https://www.bootcdn.cn/angular-numeraljs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,set-iframe-height,ColVis adds a button to the toolbars around DataTables which gives the end user of the table the ability to dynamically change the visibility of the columns in the table,https://www.bootcdn.cn/set-iframe-height/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,datatables-colvis,This small but might really useful jQuery Plugin brings in an animation to all native section link and smoothly jumps at an element anywhere on your page.,https://www.bootcdn.cn/datatables-colvis/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,anchor.js,Awesome jQuery plugin for calculator inputs,https://www.bootcdn.cn/anchor.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,jcalculator,Flags for currency codes.,https://www.bootcdn.cn/jcalculator/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,currency-flags,Basic logger with level logging which can also be independent.,https://www.bootcdn.cn/currency-flags/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,angular-simple-logger,Streaming and static data visualization for the modern web,https://www.bootcdn.cn/angular-simple-logger/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,proteic,ngBrowserInfo is an AngularJS service that gives you a collection of methods for knowing more about your client browser.,https://www.bootcdn.cn/proteic/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,ng-browser-info,A very lightweight jQuery plugin to lazy load images,https://www.bootcdn.cn/ng-browser-info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,unveil2,Protest in Washington DC.,https://www.bootcdn.cn/unveil2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,taskforce,sevenSeg.js is a jQueryUI plugin for creating vector-based (SVG) seven-segment displays. Bindings for Knockout included!,https://www.bootcdn.cn/taskforce/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,sevenSeg.js,FooNav.js - Simple Navigation Plugin,https://www.bootcdn.cn/sevenSeg.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,foonav,The events part of Backbone,https://www.bootcdn.cn/foonav/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,eventable,Allows you to create modal windows,https://www.bootcdn.cn/eventable/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,ember-dialog,The official JavaScript library for interfacing web apps with Xively™,https://www.bootcdn.cn/ember-dialog/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,xively-js,A revolutionary node.js module which enables you to record videos directly in the browser.,https://www.bootcdn.cn/xively-js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,videomail-client,HTTP adapter for js-data.,https://www.bootcdn.cn/videomail-client/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,js-data-http,Add this small script to your site & invite your visitors to save your site to their home screen alongside the rest of their apps!,https://www.bootcdn.cn/js-data-http/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,jquery-smart-web-app-banner,esri-leaflet plugin for rendering,https://www.bootcdn.cn/jquery-smart-web-app-banner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,esri-leaflet-renderers,Selectivizr maintained.,https://www.bootcdn.cn/esri-leaflet-renderers/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,corysimmons-selectivizr2,Flexible Grid System CSS,https://www.bootcdn.cn/corysimmons-selectivizr2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,flexiblegs-css,Parse JSON-Object string (not normalized JSON string) into JSON object.,https://www.bootcdn.cn/flexiblegs-css/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,fbbk-json,An AngularJS directive for Mapbox GL,https://www.bootcdn.cn/fbbk-json/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,angular-mapboxgl-directive,alexwolfe/Buttons for Twitter Bootstrap 3,https://www.bootcdn.cn/angular-mapboxgl-directive/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,twbuttons,This directive gives you a Bootstrap Dropdown with the power of AngularJS directives.,https://www.bootcdn.cn/twbuttons/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,myforce-angularjs-dropdown-multiselect,Adds an extender to Knockout to add paging functionality to observable arrays.,https://www.bootcdn.cn/myforce-angularjs-dropdown-multiselect/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,knockout-paging,Simplified HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,cookies-monster,A lightweight language for objects,https://www.bootcdn.cn/cookies-monster/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,space,Sentient Language Compiler and Runtime,https://www.bootcdn.cn/space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
